Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BWH;BWD;BWA;IWH;IWD;IWA;PSH;PSD;PSA;WHH;WHD;WHA;VCH;VCD;VCA;Bb1X2;BbMxH;BbAvH;BbMxD;BbAvD;BbMxA;BbAvA;BbOU;BbMx>2.5;BbAv>2.5;BbMx<2.5;BbAv<2.5;BbAH;BbAHh;BbMxAHH;BbAvAHH;BbMxAHA;BbAvAHA;PSCH;PSCD;PSCA
D1;19.12.2018;FC Bayern München;RB Leipzig;1;0;H;0;0;D;10;8;4;2;9;20;5;5;2;2;1;1;Oca.36;May.25;8;Oca.36;May.25;8;Oca.45;4.May;7;Oca.38;May.36;Aðu.21;Oca.35;May.25;8;Oca.36;5.May;8;35;Oca.45;Oca.37;May.55;May.16;Aðu.75;Tem.93;33;Oca.46;Oca.41;3;Þub.82;21;-1.5;2.Þub;2;1.Eyl;Oca.85;1.Mar;May.84;Eki.45
D1;19.12.2018;SC Freiburg;Hannover 96;1;1;D;1;1;D;14;18;7;3;13;14;5;2;0;2;0;0;Oca.85;3.Haz;4;Oca.95;3.May;4;1.Eyl;3.Tem;3.Eyl;Oca.93;Mar.83;4.Mar;Oca.88;3.Tem;3.Eyl;Oca.93;Mar.75;3.Eyl;36;Oca.98;Oca.92;Mar.85;Mar.65;4.May;3.Eyl;33;Oca.83;Oca.77;Þub.13;2.Nis;19;-0.25;Oca.71;Oca.68;Þub.32;Þub.24;Oca.81;Mar.93;Nis.55
D1;19.12.2018;1. FSV Mainz 05;Eintracht Frankfurt;2;2;D;2;2;D;17;12;6;4;13;15;3;2;3;3;0;0;3.Þub;3.May;2.Þub;3.Oca;3.May;Þub.25;Mar.15;Mar.55;2.Þub;3.Mar;Mar.62;Þub.24;3.Þub;3.May;Þub.15;3.Þub;3.May;Þub.25;36;Mar.31;Mar.19;Mar.65;Mar.52;Þub.35;Þub.22;33;Oca.79;Oca.74;Þub.17;2.Aðu;19;0;Þub.42;Þub.33;Oca.67;Oca.63;Mar.34;Mar.67;2.Þub
D1;19.12.2018;FC Schalke 04 04;Bayer 04 Leverkusen;1;2;A;1;2;A;18;8;4;5;14;19;7;1;4;4;0;0;2.Nis;3.May;2.Eyl;Þub.45;3.Nis;Þub.85;Þub.45;3.Nis;Þub.85;Þub.56;Mar.45;Þub.91;2.May;3.Mar;2.Aðu;2.May;3.Nis;2.Eyl;36;Þub.56;Þub.48;3.May;Mar.37;Þub.96;Þub.86;33;Oca.92;Oca.86;2;Oca.94;19;-0.25;Þub.21;Þub.15;Oca.79;Oca.75;Þub.54;Mar.41;Þub.95
D1;19.12.2018;SV Werder Bremen;TSG 1899 Hoffenheim;1;1;D;0;1;A;26;14;5;4;7;13;6;3;0;1;0;0;3.Oca;4.Þub;2.Nis;Mar.25;4;2.May;Mar.25;4;2.May;Mar.26;4.Tem;2.Kas;3.Þub;3.Eyl;2.May;3.Þub;4;2.Oca;35;Mar.35;Mar.21;Nis.15;Mar.98;2.Ara;2.Haz;33;Oca.41;Oca.37;3.Þub;Þub.99;19;0.5;Oca.86;Oca.81;2.Kas;2.May;Mar.22;4.Aðu;Þub.13
D1;21.12.2018;Borussia Dortmund;Borussia Mönchengladbach;2;1;H;1;1;D;12;3;4;2;5;12;4;2;0;1;0;0;1.May;4.May;May.75;Oca.57;4.Nis;May.25;Oca.57;4.May;5.Þub;Oca.56;Nis.65;May.67;Oca.53;4.Nis;5.May;Oca.55;4.Haz;May.75;36;1.Haz;Oca.55;4.Aðu;Nis.52;5.Eyl;May.55;35;1.May;Oca.43;Þub.95;Þub.76;24;-1;Oca.93;Oca.87;2.Haz;2;1.May;Nis.92;Haz.28
D1;22.12.2018;Eintracht Frankfurt;FC Bayern München;0;3;A;0;1;A;10;9;3;7;9;4;3;4;2;1;0;0;May.75;Nis.75;1.May;6;4.Haz;1.May;5.Tem;4.Tem;1.May;May.97;Nis.67;Oca.54;5.Aðu;4.Haz;1.May;May.75;4.Aðu;Oca.53;35;6.Mar;May.73;5.Oca;Nis.66;Oca.56;Oca.52;34;1.May;Oca.45;Þub.83;Þub.67;22;1;2.Oca;2.Nis;Oca.86;Oca.82;Haz.62;5.Mar;Oca.44
D1;22.12.2018;Hannover 96;Fortuna Düsseldorf;0;1;A;0;0;D;17;13;3;6;14;19;4;6;2;3;0;0;2.Þub;3.Nis;3.Mar;2.Þub;3.Nis;3.Mar;Þub.35;3.Mar;3.May;Þub.24;3.Haz;Mar.31;2.Þub;3.Nis;3.Þub;Þub.25;3.May;3.Þub;36;Þub.35;Þub.24;3.Haz;Mar.46;Mar.31;Mar.21;34;Oca.77;Oca.72;Þub.22;2.Ara;20;0;1.Tem;Oca.64;Þub.42;Þub.33;Þub.53;Mar.44;Þub.95
D1;22.12.2018;Bayer 04 Leverkusen;Hertha BSC;3;1;H;2;1;H;15;13;7;8;3;12;4;5;0;1;0;0;Oca.72;4;4.May;1.Tem;4.Oca;4.Haz;Oca.75;3.Eyl;4.Nis;1.Tem;Nis.31;Nis.79;Oca.67;4.Þub;4.Haz;1.Tem;4.Þub;Nis.75;36;Oca.75;1.Tem;Nis.35;Nis.14;4.Eyl;Nis.65;33;Oca.65;1.Haz;Þub.45;Þub.33;23;-1;Þub.26;2.Þub;1.Aðu;Oca.71;Oca.69;4.Nis;May.27
D1;22.12.2018;1. FC Nürnberg;SC Freiburg;0;1;A;0;1;A;16;7;3;3;16;16;12;3;2;3;0;0;Þub.62;3.Mar;2.Tem;2.Haz;3.Nis;2.Tem;Þub.65;3.Mar;2.Tem;Þub.76;Mar.32;Þub.77;Þub.62;3.Þub;2.Tem;2.Tem;3.Mar;Þub.75;36;Þub.77;Þub.67;3.Nis;Mar.28;2.Aðu;Þub.72;34;2.Haz;Oca.97;1.Eyl;Oca.83;20;0;Oca.96;Oca.92;2;Oca.95;Þub.94;Mar.34;Þub.59
