Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BWH;BWD;BWA;IWH;IWD;IWA;PSH;PSD;PSA;WHH;WHD;WHA;VCH;VCD;VCA;Bb1X2;BbMxH;BbAvH;BbMxD;BbAvD;BbMxA;BbAvA;BbOU;BbMx>2.5;BbAv>2.5;BbMx<2.5;BbAv<2.5;BbAH;BbAHh;BbMxAHH;BbAvAHH;BbMxAHA;BbAvAHA;PSCH;PSCD;PSCA
F1;22.09.2018;LOSC Lille;FC Nantes;2;1;H;1;0;H;11;11;8;4;15;12;4;1;3;4;0;0;Oca.85;3.May;4.May;Oca.83;3.May;4.Haz;Oca.87;3.May;Nis.35;1.Eyl;Mar.61;Nis.41;Oca.88;3.May;4.Þub;Oca.87;3.May;4.May;39;Oca.93;Oca.86;Mar.75;Mar.49;4.Haz;Nis.33;38;Þub.13;2.Haz;Oca.81;Oca.74;19;-0.75;Þub.22;Þub.14;Oca.81;Oca.73;Oca.98;3.Nis;Nis.38
F1;22.09.2018;Montpellier HSC;OGC Nice;1;0;H;1;0;H;12;9;5;2;14;11;6;5;3;2;0;0;2.Þub;3;Mar.75;Þub.25;3.Oca;3.May;2.Mar;3;Mar.55;Þub.33;3.Haz;Mar.66;2.Mar;3;3.Nis;2.Mar;3.Oca;3.Haz;39;Þub.36;Þub.27;Mar.13;3.Mar;Mar.75;Mar.53;35;Þub.75;2.Haz;Oca.53;Oca.48;19;-0.25;Oca.98;Oca.93;Oca.95;Oca.92;Þub.48;3.Þub;Mar.38
F1;22.09.2018;Stade de Reims;Dijon FCO;0;0;D;0;0;D;11;6;2;0;15;14;9;3;1;1;0;0;2.Nis;3.Mar;3.Aðu;2.Þub;Mar.25;3.May;2.Oca;Mar.35;Mar.55;Þub.17;Mar.44;3.Haz;2.Oca;3.Mar;3.May;Þub.15;3.Mar;3.Tem;39;Þub.21;Þub.14;Mar.45;Mar.32;3.Aðu;Mar.51;38;2.Þub;2.Kas;Oca.79;Oca.71;19;-0.25;Oca.87;Oca.84;2.Aðu;2.Þub;Oca.98;Mar.61;4.May
F1;22.09.2018;AS Saint-Étienne;Stade Malherbe Caen;2;1;H;0;1;A;23;9;7;2;3;20;9;6;2;3;0;0;Oca.64;3.May;6.May;Oca.65;3.Haz;6;Oca.67;3.Haz;5.May;1.Tem;Mar.72;5.Aðu;1.Tem;3.Haz;May.25;Oca.67;3.Haz;6;39;Oca.73;Oca.68;Mar.75;Mar.56;6.May;May.58;35;Þub.31;Þub.22;Oca.69;Oca.64;22;-1;Þub.36;Þub.29;Oca.68;Oca.64;1.Haz;3.Tem;Tem.42
F1;22.09.2018;RC Strasbourg Alsace;Amiens SC;3;1;H;0;1;A;13;8;6;3;16;13;1;1;1;4;0;0;1.Aðu;3.Mar;May.25;1.Aðu;3.May;Nis.75;1.Aðu;Mar.35;5;Oca.81;Mar.42;May.45;Oca.83;3.Mar;Nis.75;1.Aðu;3.Nis;May.25;38;Oca.85;1.Aðu;3.May;Mar.35;5.May;Nis.98;34;Þub.47;Þub.35;Oca.62;Oca.57;19;-0.75;2.Ara;2.Tem;Oca.83;1.Aðu;Oca.98;Mar.21;Nis.72
F1;23.09.2018;En Avant de Guingamp;FC Girondins de Bordeaux;1;3;A;0;0;D;18;11;5;6;14;17;6;4;1;4;0;0;Þub.25;3.Oca;3.May;2.May;3.Þub;3;2.Nis;3.Þub;3.Oca;Þub.45;Mar.28;Mar.17;Þub.35;3.Þub;3.Oca;Þub.45;3.Þub;3.Oca;38;2.May;2.Nis;Mar.29;Mar.19;3.May;3.Tem;35;Þub.21;Þub.15;Oca.74;Oca.69;19;-0.25;Þub.13;2.Aðu;Oca.83;Oca.79;Þub.63;3.Mar;Þub.89
F1;23.09.2018;Olympique Lyonnais;Olympique de Marseille;4;2;H;1;1;D;17;9;5;3;7;12;3;7;1;2;0;1;Oca.95;3.May;3.Aðu;2.Oca;3.Tem;Mar.25;2;3.Aðu;Mar.45;2.Nis;Mar.85;Mar.58;2.May;3.Tem;3.Mar;2.Oca;Mar.75;3.Nis;39;Þub.17;2.Haz;Mar.85;Mar.64;3.Aðu;Mar.36;35;Oca.58;Oca.56;Þub.52;Þub.36;19;-0.25;Oca.84;1.Aðu;Þub.15;2.Tem;Oca.88;Mar.99;4.May
F1;23.09.2018;Stade Rennais FC;Paris Saint-Germain;1;3;A;1;1;D;14;15;4;6;11;17;9;4;2;3;0;0;7.May;4.May;1.Nis;8;May.25;Oca.36;6.Aðu;5;Oca.42;7.Kas;May.34;Oca.43;7;5;1.Nis;8;5;1.Nis;38;8.May;Tem.26;May.34;Nis.97;Oca.43;Oca.39;34;Oca.57;Oca.52;2.Tem;Þub.49;20;1.May;Oca.84;Oca.77;Þub.16;2.Oca;Aðu.64;May.97;Oca.33
F1;25.09.2018;AS Monaco;Angers SCO;0;1;A;0;1;A;7;6;0;3;13;12;5;4;1;2;0;0;Oca.75;3.Aðu;Nis.75;Oca.75;3.Tem;Nis.75;1.Aðu;3.May;4.Tem;Oca.76;Mar.83;5.Oca;Oca.75;Mar.75;4.May;Oca.73;3.Aðu;5;36;Oca.85;Oca.76;Mar.85;3.Tem;5.Oca;Nis.65;35;1.Eyl;Oca.82;2.May;Oca.97;21;-1;Þub.45;Þub.34;Oca.66;Oca.61;1.Tem;Mar.84;5.May
F1;25.09.2018;FC Nantes;OGC Nice;1;2;A;0;1;A;10;12;3;5;12;15;8;8;1;2;0;0;2.Nis;3.Þub;3.Oca;2.Nis;3.Oca;3.Þub;2.Mar;3.Þub;Mar.25;Þub.36;Mar.31;Mar.34;2.Mar;3.Þub;3.Þub;2.Mar;3.Þub;3.Nis;36;2.Nis;Þub.32;Mar.31;Mar.22;3.Nis;Mar.23;35;Þub.31;Þub.22;1.Tem;Oca.65;21;-0.25;2.Þub;Oca.96;Oca.95;1.Eyl;2.Þub;Mar.39;Mar.64
F1;25.09.2018;Toulouse Football Club;AS Saint-Étienne;2;3;A;0;1;A;20;14;6;8;13;14;4;2;1;2;0;0;2.Haz;3;3;Þub.45;3.Oca;3.Oca;2.Haz;3.Oca;2.Eyl;Þub.61;Mar.22;3.Þub;Þub.55;3.Oca;Þub.88;2.Haz;Mar.13;3;36;Þub.68;Þub.57;Mar.22;3.Oca;3.Oca;Þub.93;35;Þub.45;Þub.33;Oca.64;Oca.58;21;-0.25;Þub.27;Þub.19;Oca.75;Oca.71;Þub.33;Mar.38;Mar.33
F1;26.09.2018;Amiens SC;Stade Rennais FC;2;1;H;0;0;D;12;15;3;2;11;18;9;6;0;2;0;1;Mar.25;3.Oca;2.Nis;3.Þub;3.Þub;Þub.35;3.Þub;Mar.15;Þub.35;Mar.25;Mar.35;Þub.39;3.Oca;Mar.25;Þub.35;3.Mar;Mar.13;2.Nis;39;3.Mar;Mar.19;Mar.35;Mar.18;Þub.45;Þub.37;37;Þub.47;Þub.34;Oca.65;Oca.58;19;0.25;Oca.88;Oca.85;2.May;2;Mar.44;Mar.22;Þub.36
F1;26.09.2018;FC Girondins de Bordeaux;LOSC Lille;1;0;H;1;0;H;7;15;3;6;13;19;3;4;1;3;0;1;Þub.45;3.Þub;3;2.May;3.Oca;3.Oca;Þub.45;3.Þub;3;Þub.53;Mar.32;3.May;Þub.45;Mar.25;2.Eyl;2.May;Mar.25;3;39;Þub.54;Þub.47;Mar.32;3.Þub;3.Oca;Þub.99;38;2.Þub;Þub.13;Oca.77;1.Tem;19;-0.25;Þub.16;2.Kas;Oca.81;Oca.77;Þub.78;Mar.15;Þub.88
F1;26.09.2018;Stade Malherbe Caen;Montpellier HSC;2;2;D;1;1;D;11;16;3;6;10;14;4;6;2;2;0;1;3;3;2.Haz;2.Eyl;3;2.Tem;3;3;2.Haz;3.Tem;Mar.14;Þub.63;3;3.Oca;2.May;3;3.Oca;2.Haz;39;3.Aðu;Þub.97;Mar.14;3.Mar;2.Tem;Þub.59;35;2.Tem;2.May;Oca.57;Oca.51;20;0;Þub.13;2.Aðu;Oca.82;Oca.79;3.Ara;Þub.96;Þub.72
F1;26.09.2018;Dijon FCO;Olympique Lyonnais;0;3;A;0;3;A;30;16;6;5;12;11;8;2;2;2;1;1;May.75;4.Þub;Oca.57;5.May;4.Oca;1.Haz;5.Mar;3.Aðu;Oca.67;May.56;Nis.51;Oca.59;May.25;Nis.33;Oca.57;6;Nis.33;Oca.55;39;6;May.43;Nis.51;Nis.27;Oca.67;Oca.58;35;Oca.65;1.Haz;2.Nis;2.Mar;22;1;Oca.95;1.Eyl;2.May;Oca.95;May.44;Nis.32;Oca.63
F1;26.09.2018;Olympique de Marseille;RC Strasbourg Alsace;3;2;H;2;1;H;13;9;5;5;12;13;3;2;3;3;1;0;Oca.44;4.May;7.May;Oca.42;Nis.75;7.May;Oca.45;4.May;7;Oca.43;Nis.94;Tem.75;Oca.44;Nis.75;6.May;Oca.44;4.Aðu;8;38;Oca.45;Oca.43;Nis.94;Nis.69;8;Tem.19;34;Oca.64;Oca.58;Þub.44;Þub.33;22;-1;Oca.71;Oca.67;Þub.32;Þub.21;Oca.44;Nis.63;Aðu.17
F1;26.09.2018;Nîmes Olympique;En Avant de Guingamp;0;0;D;0;0;D;7;9;2;3;11;12;4;3;3;3;0;0;Oca.95;3.Haz;3.Aðu;Oca.95;3.Haz;3.Eyl;Oca.93;Mar.65;3.Eyl;Oca.95;Mar.85;Mar.93;Oca.91;3.Tem;Mar.75;Oca.95;3.Haz;4;39;Oca.98;Oca.94;Mar.85;Mar.61;4.Oca;Mar.84;38;Oca.95;Oca.89;2;1.Eyl;18;-0.75;Þub.26;2.Þub;Oca.73;Oca.69;2.Kas;Mar.36;Mar.93
F1;26.09.2018;Paris Saint-Germain;Stade de Reims;4;1;H;3;1;H;15;9;7;3;12;13;8;4;0;1;0;0;1.Ara;9;21;Oca.14;Aðu.25;19.May;1.Ara;9;20;Oca.13;Eyl.38;22.41;1.Ara;8.May;19;1.Ara;9;29;39;Oca.14;Oca.13;9.May;8.Tem;29;20.38;34;Oca.41;Oca.36;3.Þub;3.Þub;20;-2.5;2.Ara;2.Tem;Oca.83;Oca.78;Oca.15;Eyl.19;19.49
F1;28.09.2018;AS Saint-Étienne;AS Monaco;2;0;H;1;0;H;16;20;5;7;8;9;6;3;0;1;0;0;Oca.95;3.Nis;4;2.May;3.Nis;3.Tem;2.Oca;3.Nis;3.May;2.May;Mar.51;Mar.97;2.May;3.Nis;3.Haz;2;3.Haz;3.Aðu;40;2.Oca;2.Oca;Mar.75;3.May;4.Oca;Mar.73;39;1.Eyl;1.Aðu;Þub.14;2.Oca;22;-0.25;Oca.78;Oca.74;Þub.22;Þub.15;Oca.91;Mar.84;Nis.13
F1;29.09.2018;Angers SCO;En Avant de Guingamp;0;1;A;0;1;A;11;11;4;5;15;13;1;4;3;3;0;0;Þub.14;3.Þub;3.Tem;Þub.15;3.Oca;3.Aðu;2.Oca;3.Þub;3.Aðu;Þub.15;Mar.23;Mar.99;Þub.15;3.Þub;3.Haz;Þub.15;Mar.25;3.Aðu;40;Þub.15;2.Ara;3.Mar;Mar.19;4.May;Mar.79;38;2.Nis;Þub.29;Oca.66;Oca.61;21;-0.25;Oca.85;Oca.81;2.Kas;2.Haz;2.Eyl;Mar.31;4.Tem
F1;29.09.2018;Stade Malherbe Caen;Amiens SC;1;0;H;1;0;H;12;7;4;2;15;11;7;4;2;2;0;1;Þub.14;Mar.25;3.Haz;2.May;3.Nis;Mar.75;2.Oca;3.Þub;3.Aðu;Þub.16;Mar.26;Mar.92;2.Oca;3.Þub;3.Tem;2.Oca;Mar.25;3.Eyl;40;Þub.16;2.Oca;3.Nis;Mar.23;Mar.95;Mar.77;38;2.Nis;Þub.29;Oca.67;Oca.61;21;-0.25;Oca.85;1.Aðu;Þub.16;2.Tem;Þub.32;Mar.13;Mar.64
F1;29.09.2018;Olympique Lyonnais;FC Nantes;1;1;D;1;0;H;20;19;7;4;15;12;10;10;3;4;0;0;1.Mar;May.75;9.May;Oca.33;May.25;9;Oca.35;5.Mar;8;Oca.32;May.55;Eki.77;Oca.32;5.May;8.May;1.Mar;5.May;10.May;40;Oca.35;Oca.32;May.75;May.36;Eki.97;Eyl.51;36;Oca.66;1.Haz;Þub.45;2.Mar;22;-1.5;2.Oca;Oca.96;Oca.95;1.Eyl;Oca.31;May.89;10.Ara
F1;29.09.2018;OGC Nice;Paris Saint-Germain;0;3;A;0;1;A;9;21;1;8;13;12;3;7;3;2;1;0;7.May;5.May;Oca.36;Aðu.75;5.May;Oca.33;8;5.Mar;Oca.35;Aðu.59;May.54;Oca.36;8.May;5.May;Oca.32;9;5.May;Oca.33;40;10;Aðu.49;May.75;May.48;Oca.37;Oca.33;36;Oca.55;1.May;2.Tem;Þub.55;22;1.May;2;Oca.95;Oca.96;Oca.91;Aðu.79;May.83;Oca.34
F1;29.09.2018;Stade de Reims;FC Girondins de Bordeaux;0;0;D;0;0;D;9;7;0;3;16;23;7;1;2;3;0;0;2.Mar;Mar.25;Mar.25;2.Nis;3.Oca;3.Þub;Þub.35;Mar.15;3.Þub;Þub.41;Mar.26;3.Mar;Þub.38;3.Þub;3.Oca;2.Nis;Mar.13;3.Mar;40;Þub.46;Þub.38;Mar.26;Mar.16;Mar.35;3.Þub;38;Þub.45;Þub.31;Oca.66;1.Haz;21;-0.25;2.Haz;2.Þub;Oca.88;Oca.84;Þub.24;3.Þub;Mar.75
F1;29.09.2018;RC Strasbourg Alsace;Dijon FCO;3;0;H;1;0;H;7;14;5;1;11;17;0;5;1;3;0;0;Oca.95;3.May;4;Oca.91;3.May;4.Oca;Oca.95;3.Nis;4.May;Oca.91;3.Eyl;4.May;Oca.91;3.Haz;3.Eyl;Oca.93;3.May;4.Þub;39;Oca.95;Oca.92;3.Eyl;Mar.61;4.Þub;Mar.96;38;2.May;Oca.99;1.Eyl;Oca.81;20;-0.75;Þub.25;Þub.18;Oca.75;1.Tem;Oca.91;Mar.81;Nis.17
F1;30.09.2018;LOSC Lille;Olympique de Marseille;3;0;H;0;0;D;16;8;4;3;8;14;5;2;1;3;0;0;3.Oca;3.Nis;2.Mar;Þub.95;3.May;Þub.35;Þub.95;3.Mar;2.Nis;Þub.89;3.Haz;Þub.49;Þub.75;3.May;Þub.45;Þub.88;3.Haz;2.Nis;39;3.Oca;Þub.88;Mar.65;3.May;Þub.49;Þub.39;37;Oca.73;Oca.68;Þub.25;Þub.16;21;0.25;Oca.82;Oca.78;Þub.15;2.Oca;3.Þub;Mar.41;2.May
F1;30.09.2018;Montpellier HSC;Nîmes Olympique;3;0;H;2;0;H;19;11;6;3;15;18;4;1;2;3;0;0;Oca.85;3.Haz;Nis.33;Oca.87;3.Nis;4.May;1.Eyl;3.Mar;4.May;Oca.95;Mar.52;Nis.34;Oca.91;3.May;4;1.Eyl;3.May;4.Nis;40;Oca.95;Oca.91;3.Haz;Mar.44;4.May;Nis.22;38;Þub.16;2.Tem;1.Aðu;Oca.74;20;-0.75;Þub.26;2.Þub;Oca.75;1.Tem;2.Þub;Mar.28;Nis.42
F1;30.09.2018;Stade Rennais FC;Toulouse Football Club;1;1;D;0;0;D;22;5;7;2;17;14;7;3;1;4;0;1;Oca.95;3.May;4;Oca.95;3.Nis;4.Oca;2.May;3.Mar;3.Aðu;Oca.95;Mar.57;Nis.25;Oca.95;3.Nis;4;Oca.93;3.May;4.Þub;39;2.May;Oca.95;Mar.57;Mar.44;Nis.26;4.Haz;38;Þub.14;2.May;Oca.85;Oca.76;21;-0.25;Oca.71;Oca.67;Þub.32;Þub.24;Oca.88;Mar.74;Nis.38
F1;5.10.2018;Toulouse Football Club;OGC Nice;1;1;D;0;1;A;13;11;2;2;17;14;3;2;1;2;0;0;Þub.37;3.Mar;3.Oca;2.Nis;3.Þub;3.Oca;Þub.35;Mar.25;Mar.15;Þub.37;Mar.41;Mar.22;Þub.35;3.Mar;3;Þub.38;Mar.25;3.Þub;37;Þub.44;Þub.35;Mar.41;Mar.27;Mar.27;Mar.13;36;2.Þub;2.Kas;1.Aðu;Oca.72;17;-0.25;2.May;2.Oca;Oca.89;Oca.85;Þub.35;Mar.43;Mar.25
F1;6.10.2018;Amiens SC;Dijon FCO;1;0;H;1;0;H;8;10;2;3;19;18;6;2;0;0;0;0;2.Nis;Mar.25;3.Oca;Þub.45;Mar.35;3;Þub.45;Mar.25;3;Þub.53;Mar.36;3.Oca;2.Nis;Mar.25;3;Þub.45;Mar.25;3.Oca;37;Þub.53;Þub.43;Mar.36;Mar.24;3.Ara;3.Þub;36;2.Þub;2.Kas;1.Aðu;Oca.72;17;-0.25;Þub.16;2.Aðu;Oca.83;Oca.79;Þub.32;Mar.33;Mar.41
F1;6.10.2018;Angers SCO;RC Strasbourg Alsace;2;2;D;0;2;A;24;9;6;4;11;13;6;1;1;5;0;0;Þub.37;3.Oca;3.Mar;Þub.35;3.Þub;3.Þub;2.Mar;Mar.15;3.Mar;Þub.35;Mar.36;Mar.31;2.Mar;3.Mar;3.Oca;Þub.38;3.Þub;3.Mar;36;2.Nis;Þub.34;Mar.36;Mar.19;Mar.35;Mar.22;34;Þub.37;Þub.28;Oca.66;Oca.61;17;-0.25;2.May;2;Oca.91;Oca.86;Þub.26;Mar.27;Mar.62
F1;6.10.2018;En Avant de Guingamp;Montpellier HSC;1;1;D;0;1;A;7;11;2;5;11;17;3;4;0;3;1;1;2.Aðu;3.Oca;2.Tem;2.Tem;3;Þub.85;Þub.75;3.May;2.Aðu;Þub.81;3.Aðu;Þub.91;2.Tem;3;2.Aðu;2.Aðu;3.Oca;2.Aðu;37;Þub.85;Þub.75;Mar.15;3.Nis;Þub.91;Þub.81;35;2.May;Þub.35;Oca.63;Oca.58;17;-0.25;Þub.38;Þub.31;Oca.68;Oca.64;Þub.92;3.Haz;Þub.81
F1;6.10.2018;LOSC Lille;AS Saint-Étienne;3;1;H;1;1;D;12;6;5;2;8;10;1;4;2;1;0;0;2;3.Nis;3.Eyl;2;3.Nis;3.Eyl;Oca.97;3.May;Mar.85;2;Mar.69;Mar.91;Oca.95;3.Haz;3.Tem;2;3.Nis;4;37;2.Oca;2.Oca;Mar.69;Mar.47;4;3.Aðu;36;2.Oca;2;Oca.87;1.Aðu;17;-0.25;Oca.79;Oca.74;Þub.24;Þub.14;Þub.15;Mar.53;Mar.61
F1;6.10.2018;Nîmes Olympique;Stade de Reims;0;0;D;0;0;D;17;9;5;2;13;11;9;1;1;1;0;0;2.Mar;3.Mar;3.Þub;2.Mar;Mar.25;Mar.25;Þub.25;3.Mar;Mar.25;Þub.33;Mar.33;Mar.39;Þub.25;3.Mar;3.Þub;Þub.25;3.Mar;3.Nis;37;Þub.33;Þub.27;3.Nis;Mar.28;Mar.43;3.Mar;36;Þub.17;2.Eyl;1.Aðu;Oca.73;17;-0.25;Oca.99;Oca.94;Oca.96;Oca.91;Þub.71;Mar.23;Þub.89
F1;7.10.2018;FC Girondins de Bordeaux;FC Nantes;3;0;H;3;0;H;16;12;7;2;19;15;4;6;1;1;0;0;Þub.25;3.Þub;3.Nis;Þub.15;Mar.25;3.Haz;2.Mar;Mar.15;Mar.35;Þub.35;Mar.18;Mar.51;Þub.35;3.Oca;3.Þub;Þub.38;3.Þub;3.Mar;37;Þub.38;Þub.29;Mar.25;Mar.16;3.Haz;Mar.36;34;Þub.35;Þub.24;1.Tem;Oca.63;18;-0.25;2.Mar;Oca.97;Oca.95;Oca.89;Þub.51;Mar.15;Mar.23
F1;7.10.2018;Olympique de Marseille;Stade Malherbe Caen;2;0;H;2;0;H;17;7;6;2;14;14;4;2;3;5;0;0;Oca.33;May.25;9;1.Mar;May.75;Eyl.75;1.Nis;4.Aðu;7.May;Oca.34;May.53;Eyl.55;Oca.33;May.25;8.May;1.Mar;5.May;10.May;37;1.Nis;Oca.33;May.75;May.32;10.May;Aðu.88;33;Oca.67;1.Haz;Þub.45;2.Mar;19;-1.5;2.Oca;Oca.97;Oca.95;Oca.89;Oca.36;May.36;9.Haz
F1;7.10.2018;AS Monaco;Stade Rennais FC;1;2;A;0;1;A;8;11;2;4;18;16;2;3;5;1;1;0;2;3.May;Mar.75;Þub.15;3.Mar;3.May;2.Þub;Mar.25;3.Nis;2.Kas;Mar.59;Mar.65;2.May;3.May;3.May;2.Oca;3.May;3.Haz;37;2.Þub;2.Oca;3.Haz;Mar.44;Mar.75;Mar.51;36;2;Oca.91;Oca.96;Oca.87;17;-0.25;Oca.89;Oca.81;Þub.15;2.May;2.Ara;Mar.52;Mar.69
F1;7.10.2018;Paris Saint-Germain;Olympique Lyonnais;5;0;H;1;0;H;14;16;8;6;11;16;2;10;2;4;1;1;Oca.33;5.May;8.May;Oca.34;6;7.May;Oca.35;5.Mar;8;Oca.33;6.Oca;Aðu.61;Oca.32;6;7.May;1.Mar;6;9;36;Oca.36;Oca.33;6.Oca;May.74;9;Tem.95;30;Oca.36;Oca.33;3.May;Mar.23;18;-1.5;Oca.93;Oca.89;2.Oca;Oca.97;Oca.28;Haz.65;Eyl.94
F1;19.10.2018;Olympique Lyonnais;Nîmes Olympique;2;0;H;1;0;H;13;23;5;6;10;11;7;7;1;2;0;0;1.Mar;5.May;9.May;Oca.35;May.25;8.May;Oca.37;5;8;Oca.34;5.Tem;9.Nis;Oca.33;5.May;8;1.Mar;May.75;10;39;Oca.37;Oca.33;May.95;May.45;10;Aðu.58;33;1.May;Oca.41;Mar.15;Þub.84;21;-1.5;2.Nis;Oca.89;2.May;Oca.97;Oca.31;6.Oca;Eyl.81
F1;20.10.2018;Stade Malherbe Caen;En Avant de Guingamp;0;0;D;0;0;D;4;7;2;2;17;5;3;2;0;0;0;0;2.Oca;Mar.25;Mar.75;2.Oca;3.Þub;3.Aðu;Þub.15;Mar.15;Mar.65;Þub.19;Mar.32;Mar.72;Þub.15;3.Þub;3.May;Þub.15;3.Þub;Mar.75;39;Þub.23;Þub.17;Mar.32;Mar.18;3.Aðu;Mar.63;36;Þub.48;Þub.39;Oca.65;Oca.57;19;-0.25;Oca.93;Oca.86;2.May;2;Þub.29;Mar.24;Mar.57
F1;20.10.2018;Dijon FCO;LOSC Lille;1;2;A;0;2;A;17;8;7;3;20;13;10;5;2;2;0;0;3.Mar;3.May;Þub.14;3.Mar;3.Nis;2.Þub;Mar.25;Mar.45;2.Þub;Mar.32;Mar.51;Þub.27;3.Þub;3.Nis;2.Þub;3.Mar;3.May;2.Þub;39;Mar.55;Mar.28;3.Haz;Mar.44;Þub.27;Þub.19;37;Oca.96;Oca.88;2;Oca.92;18;0.25;2.Oca;Oca.95;Oca.96;Oca.91;Mar.57;Mar.68;2.Kas
F1;20.10.2018;FC Nantes;Toulouse Football Club;4;0;H;2;0;H;18;5;9;2;12;13;4;3;3;1;0;0;2;3.Mar;4;2;3.Mar;4;2;Mar.35;4;2.Nis;Mar.47;4.May;2;3.Mar;3.Eyl;2;3.Mar;4.Þub;39;2.Haz;2;Mar.47;Mar.32;4.Þub;Mar.96;36;Þub.29;Þub.18;Oca.75;Oca.67;19;-0.25;Oca.75;Oca.72;Þub.26;Þub.18;Oca.99;Mar.48;Nis.21
F1;20.10.2018;Paris Saint-Germain;Amiens SC;5;0;H;2;0;H;16;8;8;2;12;10;10;5;0;0;0;0;1.Aðu;11;26;1.Eyl;11;26;1.Oca;9.Oca;28;1.Kas;Eki.93;25.53;1.Aðu;11;23;1.Tem;12;36;39;1.Ara;1.Oca;12;Eki.49;41;24.May;33;1.Mar;Oca.26;Nis.15;Mar.77;19;-2.75;2.Eyl;2.Oca;Oca.95;Oca.84;1.Kas;Kas.77;21.59
F1;20.10.2018;Stade de Reims;Angers SCO;1;1;D;0;1;A;12;16;5;6;13;7;8;6;1;0;0;0;Þub.25;3.Oca;3.May;2.Þub;3;Mar.75;Þub.25;3;Mar.65;Þub.28;3.Kas;Mar.77;Þub.25;3;3.May;Þub.25;3.Oca;Mar.75;39;2.Mar;Þub.22;Mar.15;3.Nis;3.Eyl;Mar.67;34;Þub.75;Þub.62;Oca.52;Oca.48;18;-0.25;Oca.93;Oca.89;2.Þub;Oca.97;Þub.34;3.Eyl;Mar.65
F1;20.10.2018;RC Strasbourg Alsace;AS Monaco;2;1;H;1;0;H;8;12;5;5;13;11;4;6;2;3;0;1;2.Tem;Mar.25;2.Tem;2.Tem;3.Mar;Þub.65;Þub.55;3.Nis;2.Tem;Þub.62;Mar.52;Þub.78;Þub.55;3.Nis;2.Tem;Þub.63;3.Nis;Þub.75;38;Þub.74;Þub.61;Mar.55;Mar.39;2.Aðu;Þub.69;36;Oca.92;Oca.82;2.Aðu;Oca.98;18;0.25;Oca.72;Oca.65;Þub.39;2.Mar;Þub.56;3.Haz;2.Aðu
F1;21.10.2018;Montpellier HSC;FC Girondins de Bordeaux;2;0;H;1;0;H;13;12;4;3;13;11;2;3;2;3;0;0;Þub.14;Mar.25;3.Haz;2.Oca;3.Þub;3.Aðu;2.Oca;3.Oca;4;Þub.14;Mar.19;4.Aðu;2.Oca;3.Oca;3.Aðu;2.Oca;Mar.13;4.Oca;39;Þub.18;2.Oca;Mar.25;3.Ara;Nis.15;Mar.85;33;Þub.65;Þub.49;Oca.56;Oca.51;18;-0.25;Oca.82;Oca.79;Þub.13;2.Eyl;2.May;Mar.19;Nis.43
F1;21.10.2018;OGC Nice;Olympique de Marseille;0;1;A;0;1;A;14;9;3;1;12;9;5;7;3;1;0;0;3.May;3.May;2.Nis;3.Nis;3.Nis;Þub.15;3.Mar;3.Haz;2.Oca;Mar.34;Mar.84;Þub.15;3.Þub;3.Tem;2.Oca;3.Nis;3.Haz;Þub.15;39;3.May;3.Mar;Mar.84;Mar.58;Þub.17;2.Ara;37;Oca.82;Oca.75;Þub.16;2.Haz;18;0.25;2.May;2.Oca;1.Eyl;Oca.86;3.Haz;Mar.64;Þub.36
F1;21.10.2018;AS Saint-Étienne;Stade Rennais FC;1;1;D;1;1;D;8;15;2;5;13;11;2;4;1;1;0;0;Þub.14;3.Þub;Mar.75;Þub.25;3.Þub;3.Nis;2.Þub;3.Mar;Mar.45;Þub.23;Mar.32;Mar.64;2.Þub;3.Þub;3.Nis;Þub.25;3.Mar;3.Nis;39;2.Mar;Þub.21;3.Nis;Mar.24;Mar.75;Mar.43;37;Þub.15;2.May;Oca.85;Oca.76;18;-0.25;Oca.99;Oca.89;2.Þub;Oca.96;Þub.41;Mar.31;Mar.25
F1;26.10.2018;Nîmes Olympique;AS Saint-Étienne;1;1;D;0;1;A;13;13;6;5;6;15;7;4;1;3;0;0;Þub.62;3.Mar;2.Tem;2.Tem;3.Mar;Þub.65;Þub.65;3.Mar;2.Tem;Þub.74;Mar.38;Þub.75;Þub.62;3.Mar;Þub.62;2.Tem;3.Mar;Þub.75;35;2.Aðu;Þub.68;3.Nis;Mar.29;2.Aðu;Þub.68;32;2.Haz;2;Oca.88;Oca.79;16;-0.25;Þub.36;2.Mar;1.Tem;Oca.66;Þub.74;Mar.33;Þub.79
F1;27.10.2018;Amiens SC;FC Nantes;1;2;A;0;1;A;18;12;8;5;16;10;10;2;1;2;0;0;3;3.Þub;2.May;3;3;2.Haz;3;3.Oca;Þub.55;3.Tem;Mar.23;Þub.57;3;3.Oca;Þub.45;3.Oca;3.Oca;Þub.55;37;3.Ara;Þub.99;Mar.23;3.Ara;2.Haz;Þub.53;34;2.May;Þub.37;Oca.62;Oca.58;17;0.25;Oca.77;Oca.74;2.Þub;Þub.15;3;Mar.17;Þub.66
