Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BWH;BWD;BWA;IWH;IWD;IWA;PSH;PSD;PSA;WHH;WHD;WHA;VCH;VCD;VCA;Bb1X2;BbMxH;BbAvH;BbMxD;BbAvD;BbMxA;BbAvA;BbOU;BbMx>2.5;BbAv>2.5;BbMx<2.5;BbAv<2.5;BbAH;BbAHh;BbMxAHH;BbAvAHH;BbMxAHA;BbAvAHA;PSCH;PSCD;PSCA
I1;1.12.2018;Fiorentina;Juventus;0;3;A;0;1;A;12;9;7;6;14;8;4;9;6;3;0;0;6;Mar.75;Oca.61;May.75;3.Eyl;Oca.62;5.May;3.Aðu;Oca.65;May.69;3.Aðu;Oca.69;5.Aðu;3.Aðu;Oca.63;6;3.Tem;Oca.65;38;6;May.63;Mar.95;Mar.79;Oca.71;Oca.65;36;2.Ara;2.Oca;Oca.85;Oca.79;23;1;1.Aðu;Oca.73;Þub.25;Þub.15;May.76;3.Tem;Oca.71
I1;1.12.2018;Sampdoria;Bologna;4;1;H;3;1;H;8;8;6;4;14;10;1;4;3;3;0;0;2;3.Mar;4;Oca.95;3.Mar;4.Þub;Oca.93;Mar.35;4.Þub;Oca.97;Mar.34;Nis.55;Oca.95;3.Mar;Nis.33;Oca.95;3.Nis;Nis.33;38;2.May;Oca.94;3.May;Mar.33;Nis.55;Nis.25;36;Þub.13;2.Nis;Oca.83;Oca.77;21;-1;Þub.94;Þub.82;1.May;Oca.44;2.May;Mar.28;Nis.26
I1;1.12.2018;Spal;Empoli;2;2;D;1;2;A;9;13;5;8;14;14;4;9;3;3;1;0;2.Nis;3.Mar;3;Þub.45;Mar.25;3;2.Nis;3.Mar;3;Þub.48;Mar.27;Mar.16;2.Nis;3.Þub;3.Oca;Þub.45;3.Þub;3.Þub;38;Þub.55;Þub.43;3.Nis;Mar.26;3.Þub;3.Nis;36;2.Tem;Oca.98;Oca.95;Oca.81;21;-0.25;Þub.15;2.Aðu;Oca.85;1.Aðu;Þub.49;3.Þub;Mar.23
I1;2.12.2018;Chievo Verona;Lazio;1;1;D;1;0;H;5;19;2;7;11;11;4;6;4;2;0;0;8;4.Þub;Oca.44;7;4.Oca;1.May;6.May;4.Mar;1.May;Tem.31;Nis.59;Oca.48;8;4.Nis;Oca.44;8.May;4.May;Oca.44;38;8.May;Tem.19;4.Tem;Nis.39;1.May;Oca.47;36;1.Aðu;Oca.74;Þub.17;2.Tem;23;1;2.Þub;2.Ara;1.Aðu;Oca.75;Haz.88;Nis.42;Oca.52
I1;2.12.2018;Frosinone;Cagliari;1;1;D;1;0;H;25;18;11;7;13;15;5;1;1;7;0;1;3;3.Mar;2.Nis;3.Oca;3.Mar;Þub.35;3.Oca;Mar.25;Þub.35;Mar.21;Mar.34;Þub.42;3.Oca;3.Þub;2.Nis;3.Þub;Mar.13;Þub.45;38;Mar.21;3.Tem;3.Nis;Mar.25;2.May;Þub.41;36;Þub.15;2.Tem;1.Aðu;Oca.74;20;0.25;Oca.86;Oca.81;2.Ara;2.Haz;3.Mar;Mar.22;Þub.43
I1;2.12.2018;Milan;Parma;2;1;H;0;0;D;19;7;6;1;9;15;8;8;2;2;0;0;1.Nis;5;7.May;1.Nis;Nis.75;Aðu.25;1.May;4.Mar;6.May;Oca.41;Nis.93;Aðu.29;1.Nis;Nis.75;8;1.Nis;5;6.May;38;1.May;Oca.41;5.Oca;Nis.79;8.May;Tem.72;35;Oca.65;1.Haz;Þub.45;Þub.32;22;-1;Oca.77;Oca.64;Þub.43;2.Mar;Oca.53;Nis.24;7.Mar
I1;2.12.2018;Roma;Inter;2;2;D;0;1;A;15;16;6;7;11;13;4;7;1;1;0;0;2.Aðu;3.Nis;Þub.45;2.Aðu;3.May;Þub.45;Þub.75;Mar.45;2.May;Þub.73;Mar.51;Þub.67;2.Tem;3.Nis;2.Haz;2.Aðu;3.Nis;2.Haz;38;Þub.85;Þub.75;3.Haz;Mar.45;2.Tem;Þub.53;36;Oca.85;Oca.76;Þub.14;2.May;20;0.25;Oca.75;Oca.71;Þub.26;Þub.19;Þub.71;Mar.51;Þub.69
I1;2.12.2018;Sassuolo;Udinese;0;0;D;0;0;D;17;3;3;1;13;16;13;2;3;2;0;0;1.Eyl;3.May;4;Oca.91;3.May;4.Oca;Oca.95;3.May;3.Eyl;Oca.99;Mar.58;4.Eyl;Oca.95;3.May;4;Oca.95;3.Nis;4.Mar;38;2.May;Oca.94;Mar.65;Mar.48;4.Mar;4.Mar;36;2.May;Oca.96;1.Eyl;Oca.83;21;-1;Þub.94;Þub.83;1.May;Oca.44;2.May;Mar.39;4.Eyl
I1;2.12.2018;Torino;Genoa;2;1;H;2;1;H;23;8;10;2;14;20;5;5;3;4;0;1;Oca.75;Mar.75;Nis.75;Oca.75;3.Haz;5;Oca.85;3.May;4.Nis;Oca.74;Mar.84;May.17;Oca.73;3.Tem;5;Oca.75;3.Tem;4.Aðu;38;Oca.85;Oca.75;Mar.85;Mar.66;May.25;Nis.93;36;2.May;Oca.99;Oca.87;Oca.81;22;-1;2.May;Þub.39;1.Tem;1.Haz;Oca.88;Mar.59;Nis.63
I1;3.12.2018;Atalanta;Napoli;1;2;A;0;1;A;9;9;3;5;8;7;12;6;1;2;0;0;3.Mar;3.Haz;Þub.14;3.Mar;3.May;Þub.15;Mar.35;Mar.55;2.Oca;Mar.44;Mar.57;2.Þub;3.Nis;3.May;Þub.15;3.Nis;3.May;Þub.15;37;3.May;Mar.32;3.Tem;Mar.54;Þub.25;Þub.14;35;Oca.75;Oca.69;Þub.25;Þub.15;18;0.25;2.May;Oca.98;Oca.93;Oca.88;Mar.56;Mar.33;Þub.25
I1;7.12.2018;Juventus;Inter;1;0;H;0;0;D;14;8;6;4;13;16;10;8;2;2;0;0;Oca.53;3.Aðu;6.May;Oca.55;3.Eyl;Haz.75;1.Haz;4;5.May;Oca.56;Mar.98;Tem.13;Oca.55;3.Aðu;7;Oca.55;3.Eyl;7.May;37;1.Haz;Oca.56;4.May;Mar.88;7.May;Haz.68;34;Þub.16;2.Haz;Oca.82;Oca.76;23;-1;2.May;Oca.99;1.Eyl;Oca.86;Oca.57;Mar.97;7.May
I1;8.12.2018;Cagliari;Roma;2;2;D;0;2;A;10;14;5;7;17;12;7;5;3;1;2;0;4.May;3.Haz;Oca.83;Nis.33;3.Tem;Oca.83;4.Mar;Mar.75;1.Aðu;Nis.55;Mar.87;Oca.82;4.Nis;Mar.75;1.Aðu;4.May;3.Tem;Oca.83;36;Nis.62;Nis.39;3.Eyl;Mar.71;Oca.86;Oca.82;34;1.Aðu;Oca.74;Þub.16;2.Aðu;20;0.75;Oca.87;Oca.82;2.Ara;2.May;Nis.24;Mar.74;Oca.91
I1;8.12.2018;Lazio;Sampdoria;2;2;D;0;1;A;20;4;11;3;13;11;10;6;3;6;0;1;Oca.44;Nis.75;7;Oca.44;4.Haz;Tem.25;Oca.42;4.Aðu;7.Þub;Oca.43;Nis.99;Tem.63;1.Nis;Nis.75;8;1.Nis;4.Aðu;9;37;Oca.46;Oca.42;5;Nis.77;9;Tem.45;35;Oca.68;Oca.63;2.Nis;Þub.26;23;-1.5;Þub.24;Þub.16;Oca.77;Oca.72;Oca.45;Nis.91;Tem.21
I1;8.12.2018;Napoli;Frosinone;4;0;H;2;0;H;18;6;10;2;6;10;9;3;1;2;0;0;Oca.16;8;15;Oca.16;7.May;17;Oca.17;7.May;15;Oca.16;8.Ara;20.57;Oca.14;8;21;Oca.15;8;22;37;Oca.18;Oca.16;8.May;7.Aðu;22;17.86;31;Oca.45;1.Nis;3.May;Þub.87;23;-2;Oca.81;Oca.76;Þub.17;2.Oca;Oca.18;Tem.46;18.Oca
I1;9.12.2018;Empoli;Bologna;2;1;H;1;1;D;9;14;5;8;6;8;4;8;2;2;0;0;Oca.95;3.May;4;2;3.Nis;3.Eyl;Oca.97;3.May;3.Eyl;Oca.99;Mar.58;4.Tem;Oca.95;3.May;4;Oca.95;3.May;4.Þub;37;2.Mar;Oca.97;Mar.65;Mar.47;4.Þub;Mar.92;35;Oca.95;Oca.89;2.Oca;Oca.91;20;-0.5;2;Oca.96;Oca.94;Oca.89;2.Eyl;Mar.51;Mar.82
I1;9.12.2018;Genoa;Spal;1;1;D;1;1;D;6;16;3;7;9;10;1;6;1;5;1;0;2;3.Mar;4;2;3.Mar;4.Oca;Oca.97;Mar.35;4.May;2;Mar.43;Nis.27;2;3.Mar;4;2;Mar.25;4.Mar;37;2.Oca;Oca.99;Mar.45;Mar.32;Nis.31;4.Eyl;35;2.Þub;2.Oca;1.Aðu;Oca.73;20;-0.5;2.Nis;Oca.97;Oca.93;Oca.88;Oca.94;Mar.48;Nis.42
I1;9.12.2018;Milan;Torino;0;0;D;0;0;D;11;10;4;4;10;16;11;3;2;3;0;0;Oca.85;3.Haz;Nis.33;Oca.87;3.Nis;4.May;Oca.85;Mar.55;4.Mar;Oca.89;Mar.49;Nis.72;Oca.88;3.Nis;4.May;Oca.87;3.May;4.May;37;Oca.91;Oca.86;3.Tem;Mar.47;Nis.85;Nis.46;35;1.Eyl;Oca.84;2.May;Oca.96;21;-1;2.Tem;Þub.58;Oca.56;Oca.52;Oca.95;Mar.29;Nis.75
I1;9.12.2018;Parma;Chievo Verona;1;1;D;0;0;D;12;7;7;1;17;18;8;2;4;4;0;1;2.Nis;3.Mar;3.Aðu;2;3.Mar;4;2.May;3.Mar;Mar.75;2.Kas;Mar.35;Mar.95;2.May;Mar.25;3.Eyl;2.May;Mar.25;4;37;Þub.15;2.Tem;3.Nis;Mar.27;4.Þub;Mar.85;34;2.Þub;2.Oca;Oca.79;Oca.72;19;-0.25;1.Aðu;Oca.77;Þub.16;2.Oca;2.Ara;Mar.27;4.Nis
I1;9.12.2018;Sassuolo;Fiorentina;3;3;D;0;0;D;11;11;7;6;12;12;6;10;4;5;1;1;2.Aðu;3.Þub;2.Haz;Þub.75;3.Þub;2.Tem;2.Aðu;3.Þub;2.Haz;Þub.92;Mar.23;Þub.68;2.Aðu;3.Þub;Þub.62;Þub.88;Mar.13;2.Tem;36;Þub.93;Þub.81;Mar.35;Mar.21;Þub.75;Þub.63;34;2.Oca;2.Þub;Oca.85;Oca.79;19;0;2.May;Oca.99;1.Eyl;Oca.86;Þub.55;Mar.26;3.Haz
I1;9.12.2018;Udinese;Atalanta;1;3;A;1;1;D;5;12;2;4;17;6;2;7;1;1;0;0;Nis.33;Mar.75;1.Aðu;Nis.25;3.Haz;Oca.87;4.Mar;3.Tem;Oca.83;Nis.57;3.Tem;Oca.85;Nis.33;3.May;Oca.88;4.Haz;3.Haz;Oca.85;36;4.Haz;Nis.34;Mar.85;Mar.62;1.Eyl;Oca.85;34;Oca.85;Oca.79;2.Kas;2.Þub;21;1;1.Haz;Oca.53;Þub.65;Þub.55;4.Mar;Mar.41;2
I1;15.12.2018;Inter;Udinese;1;0;H;0;0;D;15;7;4;1;11;8;10;0;3;1;0;0;1.Mar;5;11;Oca.36;5;9;1.Nis;4.Aðu;7.Haz;Oca.34;May.26;Eki.32;Oca.32;May.25;10;Oca.33;5.May;7.May;36;1.Nis;Oca.33;5.May;5.Ara;11;Eyl.66;34;Oca.75;Oca.71;Þub.22;Þub.13;23;-1.5;2.Oca;2;Oca.91;Oca.85;Oca.34;May.36;Eki.14
I1;15.12.2018;Torino;Juventus;0;1;A;0;0;D;5;7;3;4;17;13;7;5;2;4;0;0;6.May;3.Haz;Oca.61;Haz.75;Mar.75;Oca.57;5.Tem;3.Eyl;1.Haz;Haz.88;Mar.87;1.Haz;7;Mar.75;Oca.57;7;3.Aðu;Oca.57;37;7;Haz.56;4.Nis;Mar.79;Oca.62;Oca.58;34;2.Þub;2.Kas;Oca.77;Oca.72;23;1;Oca.86;Oca.81;2.Kas;2.May;Tem.16;Mar.83;Oca.59
I1;16.12.2018;Cagliari;Napoli;0;1;A;0;0;D;6;13;2;5;15;9;2;10;2;2;0;0;7.May;4.May;Oca.44;7.May;4.Nis;Oca.45;7.Tem;4.Haz;Oca.42;Aðu.37;4.Aðu;Oca.42;8.May;4.Haz;1.Nis;9.May;4.Haz;1.Nis;36;9.May;Tem.93;Nis.85;Nis.58;Oca.48;Oca.42;34;Oca.85;1.Aðu;2.Oca;2;23;1.May;Oca.75;Oca.68;2.Mar;Þub.22;7.Oca;Mar.82;1.Haz
I1;16.12.2018;Fiorentina;Empoli;3;1;H;1;1;D;15;8;9;4;20;18;2;3;2;1;0;0;Oca.75;Mar.75;Nis.75;1.Aðu;3.Tem;4.Nis;Oca.85;3.May;4.Nis;Oca.81;Mar.79;Nis.77;Oca.78;3.Tem;4.Haz;1.Aðu;3.Haz;5;37;Oca.88;Oca.81;Mar.85;Mar.67;5;Nis.51;34;Oca.86;1.Aðu;2.Aðu;2;21;-1;2.Haz;Þub.47;1.Haz;Oca.56;Oca.87;Mar.61;Nis.65
I1;16.12.2018;Frosinone;Sassuolo;0;2;A;0;1;A;9;13;3;3;18;10;6;5;3;2;0;0;3.Haz;3.May;2.Nis;3.Aðu;3.May;2;Mar.75;Mar.35;2.May;Mar.98;Mar.37;2.Eyl;3.Eyl;Mar.25;2.May;4;3.Mar;2.May;37;4;Mar.81;3.May;Mar.34;2.Oca;2.May;34;2.Tem;Oca.99;Oca.86;Oca.81;20;0.25;Þub.16;2.Kas;Oca.81;Oca.77;Mar.74;Mar.31;Þub.19
I1;16.12.2018;Roma;Genoa;3;2;H;2;2;D;14;11;7;8;10;15;6;4;2;2;0;0;Oca.44;Nis.75;7;Oca.44;4.Haz;Tem.25;Oca.45;Nis.65;6.Tem;Oca.46;Nis.72;Tem.35;Oca.42;Nis.75;7.May;Oca.45;4.Aðu;7;37;Oca.47;Oca.44;5.Þub;Nis.67;8.May;7.Eyl;33;Oca.63;Oca.58;2.May;Þub.34;23;-1.5;Þub.33;Þub.24;Oca.75;Oca.68;Oca.52;Nis.53;Haz.63
I1;16.12.2018;Sampdoria;Parma;2;0;H;0;0;D;12;2;10;0;10;7;8;4;2;1;0;0;Oca.83;3.Haz;4.May;Oca.78;3.Haz;Nis.75;1.Aðu;3.Haz;4.May;Oca.81;Mar.72;Nis.87;Oca.78;3.Haz;Nis.75;1.Aðu;3.May;5;37;Oca.83;Oca.79;Mar.85;Mar.59;5;Nis.67;34;2.Oca;2;Oca.88;Oca.81;22;-1;2.Haz;Þub.48;1.Haz;Oca.56;Oca.93;Mar.37;Nis.67
I1;16.12.2018;Spal;Chievo Verona;0;0;D;0;0;D;10;8;3;6;14;18;6;4;2;4;0;0;2.Nis;3.Mar;3.Aðu;2.Oca;3.Þub;3.Eyl;2.May;Mar.25;3.Eyl;2.Tem;Mar.29;Nis.16;2.May;3.Þub;4;2.May;3.Þub;4.Þub;36;2.Ara;2.Haz;3.Nis;Mar.23;4.Þub;Mar.96;33;Þub.35;Þub.26;1.Tem;Oca.63;20;-0.5;2.Eyl;2.May;Oca.85;Oca.82;2.Mar;3.Mar;Nis.34
I1;17.12.2018;Atalanta;Lazio;1;0;H;1;0;H;4;11;2;3;10;17;7;7;2;4;0;0;2.Þub;3.Haz;3.Oca;Þub.25;3.Mar;3.Mar;Þub.15;3.Haz;Mar.25;Þub.19;Mar.64;3.Nis;2.Þub;3.May;Mar.25;Þub.15;3.May;3.Nis;36;Þub.35;Þub.19;3.Tem;Mar.53;3.Nis;Mar.23;33;Oca.75;Oca.68;Þub.28;Þub.17;19;-0.25;Oca.92;Oca.88;2.Mar;Oca.98;2.Eyl;Mar.48;Mar.84
I1;18.12.2018;Bologna;Milan;0;0;D;0;0;D;7;11;6;4;12;12;2;1;2;5;0;1;4.Þub;3.Nis;Oca.95;4.Nis;3.Mar;Oca.91;3.Eyl;3.May;Oca.95;Nis.26;Mar.42;2;4.Þub;3.Mar;Oca.95;Nis.33;3.Nis;Oca.95;35;Nis.45;Nis.19;3.May;Mar.34;2.Oca;Oca.96;32;2.Haz;Oca.98;Oca.87;Oca.82;21;0.5;Oca.95;1.Eyl;2.Oca;Oca.96;Nis.52;Mar.39;Oca.96
I1;22.12.2018;Chievo Verona;Inter;1;1;D;0;1;A;6;9;3;3;10;10;5;7;3;2;0;0;8.May;Nis.33;1.Nis;Aðu.25;Nis.33;Oca.44;7.Eyl;Nis.45;Oca.43;Aðu.49;Nis.65;Oca.43;9;4.Nis;1.Nis;9.May;4.May;1.Nis;36;9.May;8.Þub;4.Tem;Nis.45;Oca.48;Oca.43;34;Oca.95;1.Eyl;2;1.Eyl;23;1;Þub.31;Þub.23;Oca.72;Oca.69;Eyl.47;Nis.94;Oca.38
I1;22.12.2018;Empoli;Sampdoria;2;4;A;1;1;D;6;15;3;12;14;9;8;5;3;4;0;0;2.Mar;3.Nis;3.Oca;2.Mar;3.Mar;3.Þub;2.Mar;Mar.45;3.May;Þub.41;Mar.42;Mar.14;2.Mar;3.Nis;3.Oca;2.Mar;3.Nis;3.Þub;36;Þub.45;Þub.33;Mar.55;Mar.41;3.Þub;3.Tem;34;Oca.81;Oca.75;Þub.16;2.Tem;20;-0.25;Þub.13;2.Oca;1.Eyl;Oca.86;Þub.42;3.May;3.Tem
I1;22.12.2018;Genoa;Atalanta;3;1;H;1;0;H;15;10;7;6;13;13;9;6;3;2;0;2;4;3.Haz;1.Eyl;4.Þub;3.Haz;Oca.87;Mar.95;Mar.65;1.Eyl;4.Aðu;Mar.68;Oca.96;4;3.Haz;Oca.91;4.Þub;3.Haz;Oca.91;36;4.Þub;4.Nis;3.Aðu;Mar.62;Oca.99;Oca.92;34;Oca.85;Oca.78;2.Kas;2.Mar;20;0.75;Oca.75;Oca.72;Þub.24;Þub.19;Nis.41;Mar.82;Oca.85
I1;22.12.2018;Juventus;Roma;1;0;H;1;0;H;15;4;7;4;9;12;13;2;0;3;0;0;Oca.44;Nis.33;8;Oca.44;4.Nis;8;Oca.41;4.Haz;7.Aðu;Oca.42;4.Aðu;Aðu.31;1.Nis;4.Haz;8.May;1.Nis;4.Haz;8.May;36;Oca.47;Oca.42;Nis.85;4.Haz;Aðu.75;8.Oca;36;Oca.85;Oca.79;2.Kas;2.Þub;23;-1;1.Tem;Oca.66;Þub.38;Þub.27;Oca.38;Nis.86;Eyl.96
I1;22.12.2018;Lazio;Cagliari;3;1;H;2;0;H;15;9;10;5;16;9;7;5;2;1;0;0;Oca.33;5;9;Oca.36;5;8.May;Oca.35;5.Oca;8.May;Oca.35;May.35;Eyl.35;Oca.33;5;9.May;Oca.33;5.Þub;10.May;35;Oca.39;Oca.35;May.35;5.Kas;10.May;Aðu.86;32;Oca.65;Oca.59;2.May;Þub.35;22;-1.5;2.Nis;2;Oca.94;Oca.87;Oca.33;May.46;Eki.29
I1;22.12.2018;Milan;Fiorentina;0;1;A;0;0;D;11;7;7;1;10;18;9;7;3;4;0;0;2.Mar;Mar.25;Mar.25;Þub.25;3.Mar;3.Mar;Þub.25;Mar.35;Mar.25;Þub.33;3.Mar;Mar.42;Þub.25;3.Þub;3.Nis;Þub.25;Mar.25;3.May;36;Þub.38;Þub.27;Mar.45;Mar.26;3.May;Mar.33;34;2.Þub;Oca.95;Oca.92;Oca.85;20;-0.25;2.Þub;Oca.94;Oca.97;Oca.93;Þub.19;Mar.28;Mar.78
I1;22.12.2018;Napoli;Spal;1;0;H;1;0;H;15;10;8;6;13;8;3;5;2;2;0;0;1.Þub;7;13;Oca.22;6.May;13.May;1.Þub;6.May;15;Oca.21;7.Oca;15.16;Oca.18;7.May;13;1.Þub;7.May;13;35;Oca.23;1.Þub;Aðu.25;Haz.86;17;14.16;34;1.May;Oca.46;Þub.83;Þub.67;23;-2;2.May;Oca.99;Oca.93;Oca.87;Oca.19;Tem.47;16.85
I1;22.12.2018;Parma;Bologna;0;0;D;0;0;D;7;5;1;2;8;9;4;2;3;3;0;0;Þub.54;3.Oca;3;Þub.45;3.Oca;3.Oca;Þub.55;3.Oca;Þub.95;Þub.56;3.Kas;3.Þub;Þub.55;3;3.Oca;2.Haz;3;3.Oca;36;2.Haz;Þub.52;3.Þub;3.Eyl;3.Þub;3.May;34;Þub.38;Þub.26;Oca.68;Oca.63;20;0;1.Aðu;Oca.76;Þub.21;Þub.13;Þub.55;Mar.13;3.Þub
I1;22.12.2018;Sassuolo;Torino;1;1;D;0;0;D;11;4;6;3;12;15;12;2;2;3;0;0;Þub.62;3.Þub;2.Aðu;2.Tem;Mar.25;2.Tem;2.Haz;Mar.15;Þub.85;Þub.62;Mar.22;3;Þub.62;3.Oca;Þub.88;2.Tem;3.Oca;2.Eyl;36;2.Tem;Þub.62;Mar.26;Mar.17;3;Þub.85;34;Þub.25;Þub.18;Oca.75;Oca.68;20;-0.25;Þub.27;Þub.21;Oca.74;Oca.71;Þub.62;3.Aðu;Mar.14
I1;22.12.2018;Udinese;Frosinone;1;1;D;1;0;H;9;10;1;6;11;16;2;5;2;4;0;0;1.Tem;3.Tem;May.25;Oca.72;Mar.75;5;1.Tem;Mar.75;5;Oca.72;Mar.86;May.27;1.Tem;3.Tem;May.25;1.Tem;3.Tem;5.May;36;Oca.78;Oca.72;3.Eyl;Mar.74;5.May;5.May;34;2.Oca;Oca.96;Oca.92;Oca.84;23;-1;Þub.38;Þub.31;Oca.71;Oca.65;Oca.71;Mar.77;May.55
I1;26.12.2018;Atalanta;Juventus;2;2;D;1;1;D;10;10;6;3;17;16;5;5;4;4;0;1;Nis.75;3.May;1.Aðu;4.Haz;3.May;Oca.75;4.Tem;Mar.55;1.Aðu;5.May;Mar.58;Oca.82;5;3.May;Oca.78;5;3.May;1.Aðu;36;5.Oca;4.Aðu;Mar.66;Mar.54;Oca.83;Oca.79;34;2.Haz;Oca.99;Oca.88;Oca.81;21;1;Oca.64;Oca.56;Þub.62;Þub.48;5.Tem;Mar.31;Oca.89
I1;26.12.2018;Bologna;Lazio;0;2;A;0;1;A;6;11;3;7;15;18;1;7;2;0;0;0;5;3.Aðu;Oca.72;Nis.75;3.Tem;1.Tem;4.Aðu;Mar.85;Oca.73;Nis.96;Mar.94;Oca.75;5;3.Aðu;1.Tem;May.25;3.Aðu;1.Tem;36;May.25;Nis.82;Nis.15;3.Aðu;1.Aðu;Oca.73;34;Oca.87;Oca.82;2.Haz;Oca.99;22;1;1.Tem;Oca.65;2.Nis;2.Mar;May.56;Mar.59;Oca.76
I1;26.12.2018;Cagliari;Genoa;1;0;H;1;0;H;12;10;7;4;8;9;4;4;3;3;0;0;2.Mar;3.Þub;3.Mar;Þub.25;3.Oca;3.Mar;Þub.35;3.Þub;Mar.25;Þub.41;Mar.21;Mar.35;Þub.35;3.Oca;3.Mar;Þub.38;3.Oca;3.Nis;36;Þub.41;Þub.33;3.Mar;Mar.16;Mar.45;3.Mar;33;Þub.27;Þub.18;Oca.76;Oca.68;20;-0.25;2.Aðu;2.Oca;1.Eyl;Oca.87;Þub.31;Mar.42;Mar.34
I1;26.12.2018;Fiorentina;Parma;0;1;A;0;1;A;16;3;7;2;15;15;9;2;4;4;1;0;1.Haz;3.Aðu;6;1.Haz;3.Aðu;5.May;1.Haz;Mar.95;5.Haz;Oca.62;4.Nis;6.Tem;1.Haz;3.Eyl;6;1.Haz;3.Eyl;Haz.25;36;Oca.65;Oca.61;4.Oca;3.Eyl;6.Mar;May.88;34;Oca.95;Oca.89;Oca.97;1.Eyl;23;-1;Þub.14;2.Aðu;Oca.85;Oca.79;Oca.48;Nis.48;Tem.51
I1;26.12.2018;Frosinone;Milan;0;0;D;0;0;D;11;16;5;8;10;12;3;6;2;1;0;0;May.25;Mar.75;1.Tem;May.25;3.May;Oca.67;5.Mar;Mar.75;Oca.67;May.61;Mar.81;1.Tem;5.Aðu;3.Haz;Oca.67;6;3.Tem;Oca.65;36;6;May.45;Mar.86;Mar.71;Oca.73;Oca.68;34;2.May;Oca.98;Oca.95;Oca.82;23;1;Oca.73;Oca.68;Þub.31;Þub.24;Haz.59;Mar.69;Oca.65
I1;26.12.2018;Inter;Napoli;1;0;H;0;0;D;9;9;5;4;12;8;5;0;3;4;0;2;Þub.75;3.Mar;Þub.62;Þub.65;Mar.25;2.Haz;Þub.75;Mar.35;2.Haz;2.Aðu;Mar.36;Þub.71;Þub.75;3.Mar;Þub.62;2.Aðu;3.Þub;2.Tem;36;Þub.83;Þub.74;Mar.45;Mar.31;Þub.73;Þub.63;34;2.Oca;Oca.94;Oca.93;Oca.86;20;0;2.Þub;Oca.98;Oca.93;Oca.89;Þub.91;Mar.37;2.Haz
I1;26.12.2018;Roma;Sassuolo;3;1;H;2;0;H;16;8;10;3;15;16;8;5;1;1;0;0;Oca.61;4;May.25;Oca.62;4;5;Oca.67;Mar.95;Nis.85;1.Tem;Mar.92;May.36;Oca.67;3.Eyl;May.25;Oca.65;4;5.Nis;36;Oca.73;Oca.66;Nis.15;Mar.95;5.May;May.15;33;Oca.66;Oca.61;2.Nis;2.Mar;23;-1;Þub.22;Þub.15;Oca.77;Oca.73;Oca.53;Nis.49;Haz.53
I1;26.12.2018;Sampdoria;Chievo Verona;2;0;H;0;0;D;10;7;6;1;22;19;4;1;2;1;0;0;Oca.75;3.Tem;5;Oca.72;3.Haz;Nis.75;Oca.75;Mar.65;Nis.95;Oca.75;Mar.78;May.21;1.Tem;3.Tem;May.25;Oca.75;3.May;5.May;36;1.Aðu;Oca.75;Mar.82;Mar.64;5.May;5.Oca;33;2.Oca;2.Oca;Oca.89;1.Aðu;21;-1;Þub.49;2.Nis;Oca.66;1.Haz;Oca.63;Mar.79;Haz.61
I1;26.12.2018;Spal;Udinese;0;0;D;0;0;D;7;3;4;1;10;14;7;2;1;2;0;0;2.May;3.Oca;3.Oca;2.Nis;3.Oca;3;2.Nis;3.Oca;Mar.15;Þub.47;Mar.18;Mar.28;2.Nis;3.Oca;3.Þub;2.May;3;Mar.25;35;2.May;Þub.44;3.Þub;3.Oca;Mar.28;Mar.16;32;2.Nis;Þub.27;Oca.68;Oca.62;20;0;Oca.74;1.Tem;Þub.28;Þub.21;Þub.38;3.Kas;Mar.52
I1;26.12.2018;Torino;Empoli;3;0;H;1;0;H;13;5;10;1;9;9;5;1;1;3;0;1;1.Tem;3.Aðu;5;1.Tem;3.Haz;5;1.Tem;3.Aðu;Nis.95;Oca.75;Mar.82;5.Oca;1.Tem;3.Tem;May.25;1.Tem;3.Tem;5.May;36;Oca.77;Oca.72;Mar.95;Mar.75;5.May;5.Þub;34;Oca.95;Oca.87;2.Oca;Oca.93;22;-1;Þub.39;2.Mar;1.Tem;Oca.64;Oca.78;Mar.66;May.15
I1;29.12.2018;Chievo Verona;Frosinone;1;0;H;0;0;D;9;12;3;4;16;20;4;2;4;6;0;1;2.Mar;3;3.Nis;2.Mar;3.Oca;3.Þub;2.Mar;Mar.15;3.Mar;Þub.35;Mar.23;Mar.44;2.Mar;3.Oca;3.Nis;2.Mar;3.Oca;3.May;37;2.Nis;Þub.32;3.Mar;Mar.15;Mar.53;Mar.34;34;Þub.35;Þub.23;Oca.71;Oca.65;20;-0.25;2.Þub;Oca.98;Oca.92;Oca.89;Oca.97;Mar.24;Nis.72
I1;29.12.2018;Empoli;Inter;0;1;A;0;0;D;7;7;3;6;14;4;4;6;1;1;0;0;6.May;4.Þub;1.May;5.May;4.Oca;Oca.55;6.Þub;4;Oca.55;Haz.24;Nis.43;Oca.55;6.May;4.Þub;Oca.52;7;Nis.33;1.May;37;7;Haz.18;Nis.55;Nis.28;Oca.58;Oca.53;34;1.Tem;Oca.65;Þub.33;Þub.24;23;1;2.Haz;Oca.99;Oca.95;Oca.87;Tem.29;Nis.67;Oca.47
